incident_key,occur_date,occur_time,boro,loc_of_occur_desc,precinct,perp_age_group,perp_sex,vic_age_group,vic_sex
298699604,12/31/2024,19:16:00,BROOKLYN,OUTSIDE,69,25-44,M,18-24,M
298699604,12/31/2024,19:16:00,BROOKLYN,OUTSIDE,69,25-44,M,25-44,M
298672096,12/30/2024,16:45:00,BRONX,OUTSIDE,47,(null),(null),18-24,M
298672094,12/30/2024,12:15:00,BRONX,OUTSIDE,52,45-64,M,25-44,M
298672097,12/30/2024,18:48:00,BROOKLYN,OUTSIDE,60,25-44,M,45-64,M
298672096,12/30/2024,16:45:00,BRONX,OUTSIDE,47,(null),(null),25-44,F
298672095,12/30/2024,20:32:00,BRONX,INSIDE,41,18-24,M,25-44,M
298672096,12/30/2024,16:45:00,BRONX,OUTSIDE,47,(null),(null),<18,F
298628070,12/29/2024,16:21:00,BRONX,OUTSIDE,43,18-24,M,<18,M
298628071,12/29/2024,17:24:00,MANHATTAN,OUTSIDE,23,(null),(null),25-44,M
298609064,12/28/2024,15:30:00,BROOKLYN,OUTSIDE,73,(null),(null),25-44,F
298609064,12/28/2024,15:30:00,BROOKLYN,OUTSIDE,73,(null),(null),18-24,M
298607139,12/28/2024,2:53:00,MANHATTAN,INSIDE,18,25-44,M,25-44,M
298607139,12/28/2024,2:53:00,MANHATTAN,INSIDE,18,18-24,F,25-44,M
298569109,12/27/2024,20:40:00,BROOKLYN,OUTSIDE,61,(null),(null),18-24,M
298566035,12/27/2024,20:42:00,BRONX,OUTSIDE,40,<18,M,25-44,M
298566035,12/27/2024,20:42:00,BRONX,OUTSIDE,40,<18,M,25-44,M
298515632,12/26/2024,18:39:00,BRONX,INSIDE,52,(null),(null),18-24,M
298508438,12/26/2024,20:37:00,BRONX,OUTSIDE,40,18-24,M,18-24,M
298609065,12/25/2024,1:18:00,BRONX,INSIDE,44,45-64,M,25-44,M
298461889,12/25/2024,5:55:00,MANHATTAN,OUTSIDE,23,25-44,M,25-44,M
298444104,12/24/2024,17:46:00,QUEENS,OUTSIDE,106,25-44,M,18-24,M
298411322,12/23/2024,22:30:00,MANHATTAN,OUTSIDE,23,(null),(null),25-44,M
298357806,12/22/2024,3:20:00,BRONX,OUTSIDE,43,25-44,M,18-24,M
298357805,12/21/2024,18:15:00,BRONX,OUTSIDE,48,25-44,M,25-44,M
298357804,12/21/2024,15:22:00,BROOKLYN,OUTSIDE,61,<18,M,18-24,M
298301433,12/20/2024,19:40:00,MANHATTAN,OUTSIDE,34,18-24,M,<18,M
298301433,12/20/2024,19:40:00,MANHATTAN,OUTSIDE,34,<18,M,<18,M
298316135,12/20/2024,20:55:00,QUEENS,OUTSIDE,109,(null),(null),25-44,M
298301433,12/20/2024,19:40:00,MANHATTAN,OUTSIDE,34,<18,M,<18,M
298257178,12/19/2024,7:20:00,BRONX,OUTSIDE,46,25-44,M,25-44,M
298263882,12/19/2024,21:10:00,QUEENS,INSIDE,109,(null),(null),25-44,M
298263882,12/19/2024,21:10:00,QUEENS,INSIDE,109,(null),(null),25-44,M
298162845,12/18/2024,2:24:00,BROOKLYN,OUTSIDE,73,(null),(null),25-44,M
298139842,12/17/2024,14:23:00,BRONX,OUTSIDE,42,(null),(null),25-44,M
298147867,12/17/2024,23:08:00,BRONX,INSIDE,50,<18,M,<18,M
298079917,12/16/2024,1:05:00,QUEENS,INSIDE,109,25-44,M,45-64,M
298079917,12/16/2024,1:05:00,QUEENS,INSIDE,109,25-44,M,25-44,F
298078464,12/16/2024,13:50:00,BRONX,INSIDE,42,(null),(null),25-44,M
298079917,12/16/2024,1:05:00,QUEENS,INSIDE,109,25-44,M,25-44,F
298079917,12/16/2024,1:05:00,QUEENS,INSIDE,109,25-44,M,45-64,M
298034554,12/15/2024,17:50:00,BRONX,OUTSIDE,43,18-24,M,25-44,M
298039240,12/15/2024,1:27:00,BROOKLYN,OUTSIDE,73,<18,M,<18,M
298034554,12/15/2024,17:50:00,BRONX,OUTSIDE,43,<18,F,25-44,M
298034554,12/15/2024,17:50:00,BRONX,OUTSIDE,43,18-24,U,25-44,M
298034554,12/15/2024,17:50:00,BRONX,OUTSIDE,43,18-24,M,25-44,M
298039240,12/15/2024,1:27:00,BROOKLYN,OUTSIDE,73,<18,M,25-44,M
298034553,12/14/2024,23:00:00,MANHATTAN,INSIDE,32,45-64,M,25-44,M
298009208,12/14/2024,19:25:00,BROOKLYN,OUTSIDE,83,(null),(null),25-44,M
298009207,12/14/2024,18:20:00,BRONX,OUTSIDE,47,(null),(null),18-24,M
297922102,12/12/2024,16:10:00,BROOKLYN,OUTSIDE,79,(null),(null),25-44,M
297863727,12/11/2024,21:55:00,BRONX,INSIDE,50,25-44,M,25-44,F
297743560,12/09/2024,1:00:00,MANHATTAN,INSIDE,10,(null),(null),25-44,M
297743561,12/09/2024,1:30:00,MANHATTAN,INSIDE,23,(null),(null),45-64,M
297712292,12/09/2024,0:10:00,BRONX,OUTSIDE,43,18-24,M,45-64,M
297737363,12/09/2024,16:00:00,BROOKLYN,OUTSIDE,67,(null),(null),25-44,M
297694906,12/08/2024,0:45:00,BROOKLYN,OUTSIDE,73,25-44,M,45-64,M
297694905,12/08/2024,16:41:00,BROOKLYN,OUTSIDE,90,18-24,M,<18,M
297623041,12/06/2024,20:00:00,QUEENS,INSIDE,105,(null),(null),<18,M
297623042,12/06/2024,13:06:00,MANHATTAN,OUTSIDE,1,25-44,M,18-24,M
297571890,12/05/2024,12:05:00,BROOKLYN,OUTSIDE,69,(null),(null),45-64,M
297565075,12/05/2024,15:34:00,BRONX,OUTSIDE,47,25-44,M,25-44,M
297571891,12/05/2024,0:11:00,BRONX,INSIDE,50,25-44,M,25-44,F
297565076,12/05/2024,21:45:00,BROOKLYN,OUTSIDE,67,(null),(null),18-24,M
297571889,12/05/2024,13:57:00,BROOKLYN,INSIDE,78,25-44,M,18-24,F
297565075,12/05/2024,15:34:00,BRONX,OUTSIDE,47,25-44,M,25-44,M
297571889,12/05/2024,13:57:00,BROOKLYN,INSIDE,78,25-44,M,25-44,M
297508943,12/04/2024,6:46:00,MANHATTAN,OUTSIDE,18,25-44,M,45-64,M
297516720,12/04/2024,22:45:00,BROOKLYN,INSIDE,73,(null),(null),25-44,M
297517226,12/04/2024,18:37:00,BROOKLYN,OUTSIDE,71,(null),(null),<18,M
297516719,12/04/2024,21:36:00,MANHATTAN,OUTSIDE,32,(null),(null),<18,M
297453566,12/03/2024,23:29:00,QUEENS,OUTSIDE,105,(null),(null),25-44,M
297453074,12/03/2024,18:30:00,BROOKLYN,INSIDE,73,25-44,M,25-44,M
299005777,12/02/2024,19:55:00,MANHATTAN,OUTSIDE,32,(null),(null),18-24,M
297354010,12/02/2024,4:11:00,QUEENS,OUTSIDE,102,25-44,M,18-24,M
297354010,12/02/2024,4:11:00,QUEENS,OUTSIDE,102,18-24,M,18-24,M
297354011,12/02/2024,0:09:00,BROOKLYN,OUTSIDE,75,(null),(null),25-44,M
297302874,12/01/2024,0:30:00,BROOKLYN,OUTSIDE,67,(null),(null),25-44,M
297302875,12/01/2024,4:26:00,QUEENS,OUTSIDE,114,(null),(null),25-44,M
297327665,12/01/2024,18:10:00,BRONX,OUTSIDE,50,(null),(null),25-44,M
297302875,12/01/2024,4:26:00,QUEENS,OUTSIDE,114,(null),(null),18-24,M
297265384,11/29/2024,13:40:00,BROOKLYN,OUTSIDE,83,(null),(null),25-44,M
297216293,11/28/2024,11:01:00,BRONX,INSIDE,40,45-64,M,<18,M
297201104,11/27/2024,14:42:00,BRONX,OUTSIDE,44,<18,M,25-44,M
297172826,11/27/2024,5:15:00,QUEENS,INSIDE,115,45-64,M,25-44,M
297172827,11/27/2024,8:20:00,MANHATTAN,OUTSIDE,25,18-24,M,25-44,M
297195392,11/27/2024,20:02:00,MANHATTAN,INSIDE,32,(null),(null),<18,F
297145620,11/26/2024,17:06:00,BRONX,OUTSIDE,47,(null),(null),18-24,M
297145619,11/26/2024,12:15:00,QUEENS,OUTSIDE,113,25-44,M,25-44,M
297073325,11/25/2024,0:05:00,BROOKLYN,INSIDE,79,25-44,M,18-24,M
297015430,11/24/2024,3:00:00,MANHATTAN,OUTSIDE,9,18-24,M,18-24,M
297034382,11/24/2024,21:19:00,BROOKLYN,OUTSIDE,79,(null),(null),18-24,M
297030186,11/24/2024,5:50:00,BRONX,OUTSIDE,44,(null),(null),18-24,M
297030186,11/24/2024,5:50:00,BRONX,OUTSIDE,44,(null),(null),18-24,F
297015430,11/24/2024,3:00:00,MANHATTAN,OUTSIDE,9,18-24,M,18-24,M
297015429,11/24/2024,3:04:00,QUEENS,INSIDE,101,(null),(null),25-44,M
297034382,11/24/2024,21:19:00,BROOKLYN,OUTSIDE,79,(null),(null),18-24,M
297030186,11/24/2024,5:50:00,BRONX,OUTSIDE,44,(null),(null),18-24,M
297030186,11/24/2024,5:50:00,BRONX,OUTSIDE,44,(null),(null),18-24,F
297012905,11/23/2024,22:34:00,BRONX,OUTSIDE,47,25-44,M,25-44,M
297018622,11/23/2024,23:52:00,BROOKLYN,OUTSIDE,75,45-64,M,25-44,F
296947469,11/22/2024,12:43:00,BROOKLYN,OUTSIDE,73,<18,M,<18,M
296949503,11/22/2024,18:30:00,BROOKLYN,OUTSIDE,67,45-64,M,45-64,M
296960985,11/22/2024,19:54:00,BRONX,OUTSIDE,46,(null),(null),25-44,F
296909031,11/21/2024,0:25:00,QUEENS,OUTSIDE,103,(null),(null),18-24,M
296909032,11/21/2024,16:40:00,STATEN ISLAND,OUTSIDE,120,(null),(null),<18,M
296843486,11/20/2024,18:18:00,BRONX,OUTSIDE,40,<18,M,65+,F
296843487,11/20/2024,20:55:00,BRONX,OUTSIDE,41,45-64,M,45-64,M
296778955,11/19/2024,18:32:00,QUEENS,INSIDE,103,45-64,M,25-44,F
296778955,11/19/2024,18:32:00,QUEENS,INSIDE,103,45-64,M,25-44,M
296710724,11/18/2024,4:43:00,BRONX,OUTSIDE,40,(null),(null),18-24,M
296710725,11/18/2024,19:32:00,BRONX,OUTSIDE,46,(null),(null),18-24,M
296655365,11/17/2024,21:54:00,BROOKLYN,OUTSIDE,73,(null),(null),25-44,M
296645185,11/17/2024,4:05:00,BROOKLYN,OUTSIDE,71,(null),(null),25-44,M
296645186,11/17/2024,1:24:00,BRONX,OUTSIDE,48,(null),(null),25-44,M
296645184,11/16/2024,22:30:00,BRONX,OUTSIDE,44,18-24,M,<18,M
296574275,11/15/2024,20:30:00,BRONX,OUTSIDE,47,(null),(null),45-64,M
296643609,11/15/2024,10:05:00,MANHATTAN,INSIDE,24,(null),(null),45-64,M
296574274,11/15/2024,21:44:00,MANHATTAN,OUTSIDE,25,(null),(null),25-44,M
296516805,11/14/2024,12:24:00,BROOKLYN,OUTSIDE,60,18-24,M,25-44,M
296516805,11/14/2024,12:24:00,BROOKLYN,OUTSIDE,60,18-24,M,18-24,F
296455537,11/13/2024,22:20:00,BRONX,OUTSIDE,46,25-44,M,18-24,M
296455535,11/13/2024,15:03:00,BROOKLYN,OUTSIDE,75,18-24,M,25-44,M
296455537,11/13/2024,22:20:00,BRONX,OUTSIDE,46,25-44,M,25-44,M
296383585,11/12/2024,22:23:00,MANHATTAN,OUTSIDE,25,18-24,M,25-44,M
296383585,11/12/2024,22:23:00,MANHATTAN,OUTSIDE,25,<18,M,25-44,M
296286077,11/11/2024,0:18:00,BROOKLYN,OUTSIDE,67,(null),(null),<18,M
296313800,11/11/2024,15:20:00,BROOKLYN,OUTSIDE,81,(null),(null),45-64,M
296313802,11/11/2024,19:54:00,BRONX,OUTSIDE,48,(null),(null),<18,M
296313801,11/11/2024,14:50:00,MANHATTAN,OUTSIDE,30,<18,M,<18,F
296313800,11/11/2024,15:20:00,BROOKLYN,OUTSIDE,81,(null),(null),65+,M
296313799,11/11/2024,20:22:00,MANHATTAN,OUTSIDE,32,(null),(null),25-44,F
296313801,11/11/2024,14:50:00,MANHATTAN,OUTSIDE,30,18-24,M,<18,F
296266930,11/10/2024,18:57:00,BRONX,OUTSIDE,40,(null),(null),<18,M
296248355,11/09/2024,11:44:00,MANHATTAN,OUTSIDE,30,25-44,M,45-64,M
296248356,11/09/2024,4:15:00,QUEENS,OUTSIDE,104,25-44,M,25-44,M
296246344,11/09/2024,23:30:00,BRONX,OUTSIDE,40,<18,M,<18,M
296246345,11/09/2024,23:47:00,BRONX,OUTSIDE,40,<18,M,<18,M
296248355,11/09/2024,11:44:00,MANHATTAN,OUTSIDE,30,45-64,M,45-64,M
296246346,11/09/2024,19:45:00,BRONX,OUTSIDE,40,25-44,M,<18,M
296248354,11/09/2024,12:00:00,BRONX,OUTSIDE,42,(null),(null),25-44,M
296246343,11/08/2024,18:46:00,QUEENS,OUTSIDE,114,25-44,M,25-44,M
296246342,11/08/2024,11:35:00,QUEENS,INSIDE,101,(null),(null),18-24,M
296246343,11/08/2024,18:46:00,QUEENS,OUTSIDE,114,18-24,M,25-44,M
296101418,11/07/2024,9:15:00,MANHATTAN,OUTSIDE,20,25-44,M,45-64,M
296106132,11/07/2024,15:45:00,QUEENS,OUTSIDE,103,<18,M,18-24,M
296136726,11/07/2024,21:00:00,BRONX,INSIDE,42,(null),(null),25-44,M
296132712,11/07/2024,18:28:00,QUEENS,INSIDE,113,<18,M,<18,M
296014917,11/06/2024,0:37:00,MANHATTAN,OUTSIDE,33,(null),(null),25-44,M
296005398,11/05/2024,12:40:00,BROOKLYN,OUTSIDE,75,(null),(null),18-24,M
295944948,11/04/2024,4:51:00,BROOKLYN,OUTSIDE,90,45-64,M,45-64,M
295944949,11/04/2024,22:50:00,BRONX,OUTSIDE,47,18-24,M,18-24,M
295891595,11/03/2024,20:22:00,MANHATTAN,OUTSIDE,25,(null),(null),25-44,M
295891594,11/03/2024,20:30:00,QUEENS,OUTSIDE,107,18-24,M,25-44,M
295891596,11/03/2024,19:30:00,BRONX,OUTSIDE,48,18-24,M,18-24,F
295865250,11/02/2024,17:51:00,BROOKLYN,OUTSIDE,75,(null),(null),25-44,M
295865249,11/02/2024,14:11:00,BROOKLYN,OUTSIDE,71,18-24,M,65+,M
295865251,11/02/2024,20:59:00,BRONX,OUTSIDE,46,(null),(null),<18,M
295865247,11/02/2024,4:50:00,BRONX,OUTSIDE,40,18-24,M,25-44,M
295865248,11/02/2024,12:06:00,BRONX,OUTSIDE,42,18-24,M,25-44,M
295830021,11/01/2024,22:38:00,BRONX,OUTSIDE,42,(null),(null),18-24,M
295822895,11/01/2024,21:16:00,BROOKLYN,OUTSIDE,70,18-24,M,18-24,M
295775770,10/31/2024,18:36:00,MANHATTAN,OUTSIDE,20,(null),(null),18-24,M
295775768,10/31/2024,0:46:00,BRONX,OUTSIDE,52,25-44,M,45-64,M
295775770,10/31/2024,18:36:00,MANHATTAN,OUTSIDE,20,(null),(null),<18,M
295775769,10/31/2024,13:23:00,BROOKLYN,OUTSIDE,75,(null),(null),18-24,M
295775772,10/31/2024,23:57:00,BRONX,OUTSIDE,46,18-24,M,45-64,M
295721938,10/30/2024,19:39:00,MANHATTAN,OUTSIDE,28,18-24,M,18-24,M
295721936,10/30/2024,20:20:00,BRONX,INSIDE,41,(null),(null),45-64,M
295721938,10/30/2024,19:39:00,MANHATTAN,OUTSIDE,28,18-24,M,25-44,M
295703630,10/30/2024,11:00:00,BRONX,INSIDE,43,25-44,M,25-44,M
295721939,10/30/2024,20:28:00,BRONX,OUTSIDE,48,(null),(null),25-44,M
295721936,10/30/2024,20:20:00,BRONX,INSIDE,41,(null),(null),45-64,F
295721937,10/30/2024,15:39:00,BRONX,OUTSIDE,42,18-24,M,18-24,M
295641945,10/29/2024,13:48:00,MANHATTAN,OUTSIDE,28,<18,M,45-64,F
295641945,10/29/2024,13:48:00,MANHATTAN,OUTSIDE,28,<18,M,25-44,M
295586716,10/28/2024,16:02:00,BRONX,OUTSIDE,44,<18,M,<18,M
295595585,10/28/2024,18:55:00,BRONX,OUTSIDE,41,(null),(null),18-24,M
295548026,10/27/2024,19:14:00,BROOKLYN,INSIDE,77,(null),(null),<18,M
295548025,10/27/2024,16:03:00,BRONX,OUTSIDE,42,(null),(null),18-24,M
295532789,10/26/2024,18:31:00,MANHATTAN,OUTSIDE,26,(null),(null),25-44,M
295532788,10/26/2024,1:45:00,BRONX,OUTSIDE,47,25-44,M,45-64,M
295532787,10/26/2024,23:44:00,BROOKLYN,OUTSIDE,88,(null),(null),<18,M
295532791,10/26/2024,20:25:00,BRONX,OUTSIDE,48,<18,M,<18,M
295532790,10/26/2024,21:10:00,MANHATTAN,OUTSIDE,23,18-24,M,25-44,M
295489315,10/26/2024,3:40:00,BROOKLYN,OUTSIDE,78,(null),(null),18-24,M
295466412,10/25/2024,15:04:00,QUEENS,OUTSIDE,101,<18,M,25-44,M
295479911,10/25/2024,15:35:00,BRONX,OUTSIDE,47,45-64,M,25-44,M
295480502,10/25/2024,19:50:00,BROOKLYN,INSIDE,88,25-44,M,25-44,M
295480503,10/25/2024,20:40:00,BROOKLYN,INSIDE,67,(null),(null),<18,M
295429243,10/24/2024,1:37:00,MANHATTAN,OUTSIDE,28,<18,M,<18,M
295421273,10/24/2024,22:22:00,BROOKLYN,OUTSIDE,75,(null),(null),25-44,M
299462478,10/24/2024,10:30:00,QUEENS,INSIDE,109,(null),(null),45-64,M
295344772,10/23/2024,8:20:00,QUEENS,OUTSIDE,105,<18,M,<18,M
295365805,10/23/2024,4:53:00,BROOKLYN,OUTSIDE,77,(null),(null),25-44,M
295317417,10/23/2024,3:33:00,BROOKLYN,OUTSIDE,75,(null),(null),25-44,M
295288908,10/22/2024,22:00:00,BROOKLYN,INSIDE,73,(null),(null),18-24,M
295230671,10/21/2024,19:40:00,STATEN ISLAND,OUTSIDE,120,18-24,M,18-24,M
295230669,10/21/2024,6:40:00,BROOKLYN,INSIDE,75,45-64,M,25-44,M
295230670,10/21/2024,18:42:00,BRONX,OUTSIDE,48,(null),(null),<18,F
295200061,10/21/2024,1:00:00,BRONX,OUTSIDE,40,18-24,F,25-44,M
295200061,10/21/2024,1:00:00,BRONX,OUTSIDE,40,<18,M,25-44,M
295224199,10/21/2024,5:18:00,BRONX,INSIDE,46,25-44,M,25-44,M
295179154,10/20/2024,22:45:00,QUEENS,OUTSIDE,103,(null),(null),25-44,M
295171620,10/20/2024,5:06:00,QUEENS,OUTSIDE,108,(null),(null),25-44,M
295171619,10/20/2024,4:15:00,MANHATTAN,OUTSIDE,18,(null),(null),25-44,M
295171618,10/20/2024,10:20:00,BROOKLYN,OUTSIDE,81,25-44,M,45-64,M
295113913,10/19/2024,6:05:00,BRONX,OUTSIDE,41,(null),(null),25-44,M
295171617,10/19/2024,17:18:00,BRONX,OUTSIDE,40,(null),(null),25-44,M
295171621,10/19/2024,20:29:00,MANHATTAN,OUTSIDE,32,(null),(null),45-64,M
295091299,10/18/2024,14:56:00,BROOKLYN,OUTSIDE,73,(null),(null),18-24,M
295101103,10/18/2024,19:38:00,BROOKLYN,OUTSIDE,83,(null),(null),<18,M
295048704,10/17/2024,18:04:00,BROOKLYN,OUTSIDE,75,(null),(null),18-24,M
294984848,10/16/2024,20:30:00,BRONX,INSIDE,40,<18,M,25-44,M
294984848,10/16/2024,20:30:00,BRONX,INSIDE,40,18-24,M,25-44,M
294992759,10/16/2024,17:41:00,BROOKLYN,OUTSIDE,69,<18,M,18-24,M
294876921,10/15/2024,1:55:00,BRONX,OUTSIDE,44,(null),(null),25-44,M
294930822,10/15/2024,21:50:00,BROOKLYN,OUTSIDE,79,25-44,M,<18,M
294923114,10/15/2024,9:08:00,BRONX,INSIDE,47,<18,M,18-24,M
294923115,10/15/2024,11:50:00,MANHATTAN,OUTSIDE,34,25-44,M,45-64,M
294923114,10/15/2024,9:08:00,BRONX,INSIDE,47,18-24,M,18-24,M
294823656,10/13/2024,17:45:00,BRONX,INSIDE,40,25-44,M,25-44,M
294818629,10/12/2024,19:11:00,MANHATTAN,OUTSIDE,5,18-24,M,45-64,M
294806732,10/12/2024,23:27:00,BRONX,OUTSIDE,46,(null),(null),25-44,F
294761908,10/12/2024,1:55:00,MANHATTAN,INSIDE,32,(null),(null),25-44,M
294818629,10/12/2024,19:11:00,MANHATTAN,OUTSIDE,5,18-24,M,25-44,M
294818629,10/12/2024,19:11:00,MANHATTAN,OUTSIDE,5,18-24,M,45-64,M
294818630,10/12/2024,3:40:00,BROOKLYN,OUTSIDE,70,45-64,M,25-44,M
294818629,10/12/2024,19:11:00,MANHATTAN,OUTSIDE,5,18-24,M,25-44,M
294760378,10/12/2024,0:49:00,MANHATTAN,INSIDE,7,(null),(null),18-24,M
294716396,10/11/2024,0:26:00,BRONX,OUTSIDE,47,25-44,M,18-24,M
294515222,10/08/2024,1:14:00,BROOKLYN,OUTSIDE,69,(null),(null),18-24,M
294557860,10/08/2024,14:12:00,BRONX,OUTSIDE,48,(null),(null),25-44,M
294557859,10/08/2024,1:55:00,BROOKLYN,OUTSIDE,75,25-44,M,25-44,F
294500932,10/07/2024,20:45:00,BRONX,OUTSIDE,40,(null),(null),<18,M
294512833,10/07/2024,20:56:00,MANHATTAN,OUTSIDE,23,(null),(null),18-24,M
294432741,10/06/2024,1:52:00,BROOKLYN,OUTSIDE,79,(null),(null),18-24,M
294432742,10/06/2024,3:05:00,QUEENS,INSIDE,102,(null),(null),25-44,M
294453594,10/06/2024,20:00:00,MANHATTAN,OUTSIDE,23,<18,M,25-44,M
294432740,10/06/2024,0:02:00,BROOKLYN,OUTSIDE,60,(null),(null),<18,M
294453593,10/06/2024,22:20:00,BROOKLYN,OUTSIDE,79,(null),(null),45-64,M
294432740,10/06/2024,0:02:00,BROOKLYN,OUTSIDE,60,(null),(null),18-24,M
294453594,10/06/2024,20:00:00,MANHATTAN,OUTSIDE,23,18-24,M,25-44,M
294430757,10/05/2024,21:30:00,BROOKLYN,OUTSIDE,79,25-44,M,25-44,M
294388433,10/05/2024,4:23:00,QUEENS,OUTSIDE,108,25-44,M,25-44,M
294430756,10/05/2024,7:15:00,BRONX,OUTSIDE,42,(null),(null),25-44,M
294430755,10/04/2024,21:00:00,BRONX,OUTSIDE,52,(null),(null),18-24,M
294430754,10/04/2024,19:32:00,QUEENS,OUTSIDE,107,18-24,M,25-44,M
294326618,10/03/2024,23:06:00,MANHATTAN,OUTSIDE,32,(null),(null),18-24,M
294269154,10/03/2024,0:19:00,BROOKLYN,INSIDE,75,(null),(null),<18,M
294327136,10/03/2024,23:10:00,QUEENS,INSIDE,101,25-44,M,45-64,M
294249516,10/02/2024,0:00:00,MANHATTAN,OUTSIDE,33,18-24,M,25-44,M
294249664,10/02/2024,13:47:00,BRONX,OUTSIDE,52,18-24,M,25-44,M
294249516,10/02/2024,0:00:00,MANHATTAN,OUTSIDE,33,18-24,M,25-44,M
294249516,10/02/2024,0:00:00,MANHATTAN,OUTSIDE,33,<18,M,45-64,M
294249516,10/02/2024,0:00:00,MANHATTAN,OUTSIDE,33,18-24,M,45-64,M
294249516,10/02/2024,0:00:00,MANHATTAN,OUTSIDE,33,18-24,M,45-64,M
294249516,10/02/2024,0:00:00,MANHATTAN,OUTSIDE,33,18-24,M,25-44,M
294249516,10/02/2024,0:00:00,MANHATTAN,OUTSIDE,33,18-24,M,45-64,M
294249516,10/02/2024,0:00:00,MANHATTAN,OUTSIDE,33,<18,M,25-44,M
294246161,10/02/2024,13:29:00,BROOKLYN,OUTSIDE,75,(null),(null),25-44,M
294249516,10/02/2024,0:00:00,MANHATTAN,OUTSIDE,33,18-24,M,45-64,M
294249516,10/02/2024,0:00:00,MANHATTAN,OUTSIDE,33,<18,M,45-64,M
294257183,10/02/2024,21:54:00,BRONX,OUTSIDE,42,(null),(null),<18,M
294249516,10/02/2024,0:00:00,MANHATTAN,OUTSIDE,33,<18,M,25-44,M
294249516,10/02/2024,0:00:00,MANHATTAN,OUTSIDE,33,18-24,M,25-44,M
294128013,10/01/2024,3:20:00,BRONX,OUTSIDE,40,(null),(null),18-24,M
294111719,09/30/2024,3:25:00,BROOKLYN,OUTSIDE,75,(null),(null),45-64,F
294106553,09/30/2024,22:38:00,MANHATTAN,OUTSIDE,7,<18,M,25-44,M
294111720,09/30/2024,4:09:00,BRONX,OUTSIDE,46,(null),(null),25-44,M
294106552,09/30/2024,17:18:00,BROOKLYN,OUTSIDE,79,(null),(null),25-44,M
294106552,09/30/2024,17:18:00,BROOKLYN,OUTSIDE,79,(null),(null),25-44,M
294044271,09/29/2024,1:05:00,BRONX,OUTSIDE,52,(null),(null),25-44,M
294062784,09/29/2024,23:30:00,QUEENS,OUTSIDE,108,25-44,M,25-44,M
294044272,09/29/2024,2:06:00,QUEENS,OUTSIDE,103,18-24,M,18-24,M
294044272,09/29/2024,2:06:00,QUEENS,OUTSIDE,103,25-44,M,25-44,M
294044271,09/29/2024,1:05:00,BRONX,OUTSIDE,52,(null),(null),25-44,M
294044272,09/29/2024,2:06:00,QUEENS,OUTSIDE,103,25-44,M,18-24,M
294059060,09/29/2024,13:48:00,BRONX,OUTSIDE,48,25-44,M,25-44,M
294044272,09/29/2024,2:06:00,QUEENS,OUTSIDE,103,18-24,M,25-44,M
294044270,09/28/2024,22:07:00,MANHATTAN,OUTSIDE,32,(null),(null),18-24,M
294044269,09/27/2024,22:24:00,QUEENS,OUTSIDE,105,18-24,M,18-24,M
293944629,09/26/2024,4:03:00,BRONX,OUTSIDE,46,(null),(null),18-24,M
293944630,09/26/2024,21:52:00,MANHATTAN,OUTSIDE,33,25-44,M,25-44,M
293896103,09/25/2024,15:10:00,BROOKLYN,OUTSIDE,69,<18,M,<18,M
293896102,09/25/2024,13:27:00,BROOKLYN,INSIDE,83,25-44,M,25-44,M
293796166,09/24/2024,1:15:00,BRONX,OUTSIDE,42,(null),(null),25-44,M
293828590,09/24/2024,14:40:00,BROOKLYN,OUTSIDE,63,<18,M,<18,M
293833178,09/24/2024,21:39:00,BROOKLYN,OUTSIDE,77,(null),(null),25-44,M
293833178,09/24/2024,21:39:00,BROOKLYN,OUTSIDE,77,(null),(null),18-24,M
293781893,09/23/2024,10:20:00,QUEENS,OUTSIDE,103,(null),(null),25-44,M
293781894,09/23/2024,9:41:00,BRONX,OUTSIDE,40,(null),(null),25-44,M
293719752,09/22/2024,6:15:00,QUEENS,OUTSIDE,113,(null),(null),25-44,M
293730142,09/22/2024,16:42:00,BRONX,OUTSIDE,42,<18,M,<18,M
293715400,09/22/2024,0:04:00,BROOKLYN,OUTSIDE,75,25-44,M,25-44,M
293719752,09/22/2024,6:15:00,QUEENS,OUTSIDE,113,(null),(null),25-44,M
293719752,09/22/2024,6:15:00,QUEENS,OUTSIDE,113,(null),(null),45-64,M
293719752,09/22/2024,6:15:00,QUEENS,OUTSIDE,113,(null),(null),45-64,M
293730141,09/22/2024,23:39:00,QUEENS,OUTSIDE,103,(null),(null),18-24,F
293730142,09/22/2024,16:42:00,BRONX,OUTSIDE,42,18-24,M,<18,M
293715399,09/22/2024,3:42:00,BROOKLYN,OUTSIDE,75,45-64,M,25-44,M
293721794,09/22/2024,15:21:00,QUEENS,INSIDE,101,<18,M,<18,M
293669803,09/21/2024,1:30:00,BROOKLYN,OUTSIDE,94,(null),(null),18-24,M
293669803,09/21/2024,1:30:00,BROOKLYN,OUTSIDE,94,(null),(null),25-44,M
293715398,09/21/2024,3:23:00,BRONX,OUTSIDE,43,25-44,M,<18,M
293650726,09/20/2024,14:10:00,BRONX,OUTSIDE,46,25-44,M,18-24,M
293650726,09/20/2024,14:10:00,BRONX,OUTSIDE,46,25-44,M,18-24,M
293650726,09/20/2024,14:10:00,BRONX,OUTSIDE,46,25-44,M,25-44,M
293650726,09/20/2024,14:10:00,BRONX,OUTSIDE,46,25-44,M,25-44,M
