incident_key,occur_date,occur_time,boro,loc_of_occur_desc,precinct,perp_age_group,perp_sex,vic_age_group,vic_sex
214931255,07/05/2020,04:15:00,BROOKLYN,,77,,,25-44,F
214948382,07/05/2020,04:22:00,BROOKLYN,,67,,,25-44,M
214947248,07/05/2020,01:30:00,BRONX,,47,,,25-44,F
214948381,07/05/2020,17:49:00,BRONX,,44,25-44,M,25-44,M
214946868,07/05/2020,00:54:00,MANHATTAN,,32,25-44,M,25-44,M
214947244,07/05/2020,02:46:00,BRONX,,44,,,25-44,M
214930493,07/05/2020,01:55:00,BROOKLYN,,77,25-44,M,25-44,M
214947253,07/05/2020,20:35:00,BROOKLYN,,71,,,25-44,M
214948380,07/05/2020,15:00:00,MANHATTAN,,23,,,25-44,M
214948381,07/05/2020,17:49:00,BRONX,,44,18-24,M,25-44,M
214947250,07/05/2020,23:15:00,BROOKLYN,,81,,,25-44,M
214948377,07/05/2020,20:01:00,BRONX,,44,25-44,M,18-24,M
214948377,07/05/2020,20:01:00,BRONX,,44,25-44,M,18-24,M
214947243,07/05/2020,06:20:00,BROOKLYN,,90,25-44,M,25-44,M
214948379,07/05/2020,18:25:00,MANHATTAN,,23,,,<18,M
214946869,07/05/2020,01:39:00,MANHATTAN,,23,,,18-24,M
214948385,07/05/2020,03:15:00,BROOKLYN,,69,,,25-44,M
214948387,07/05/2020,02:42:00,MANHATTAN,,28,,,18-24,M
214947251,07/05/2020,04:25:00,BROOKLYN,,90,,,25-44,M
214947246,07/05/2020,00:57:00,MANHATTAN,,32,,,25-44,M
214948386,07/05/2020,05:00:00,BROOKLYN,,73,,,25-44,M
214947241,07/05/2020,02:45:00,MANHATTAN,,32,,,18-24,M
214928904,07/04/2020,19:29:00,MANHATTAN,,32,,,18-24,M
214928902,07/04/2020,18:00:00,BROOKLYN,,69,,,18-24,M
214929666,07/04/2020,19:40:00,QUEENS,,107,,,25-44,M
214931253,07/04/2020,23:30:00,MANHATTAN,,32,,,25-44,M
214948389,07/04/2020,18:15:00,MANHATTAN,,28,18-24,M,25-44,M
214927834,07/04/2020,05:30:00,BRONX,,48,,,18-24,M
214928903,07/04/2020,17:50:00,BROOKLYN,,69,,,25-44,F
214927833,07/04/2020,02:55:00,BROOKLYN,,75,,,18-24,M
214925556,07/03/2020,00:30:00,BROOKLYN,,61,,,25-44,M
214925555,07/03/2020,00:25:00,BROOKLYN,,79,,,18-24,M
214925557,07/03/2020,01:26:00,BRONX,,41,,,25-44,M
214925558,07/03/2020,03:01:00,QUEENS,,114,,,45-64,M
214925804,07/03/2020,18:50:00,BROOKLYN,,79,,,25-44,M
214925555,07/03/2020,00:25:00,BROOKLYN,,79,,,18-24,M
214925803,07/03/2020,02:50:00,STATEN ISLAND,,121,18-24,M,25-44,M
214926175,07/03/2020,23:49:00,QUEENS,,102,<18,M,<18,M
214873736,07/02/2020,22:17:00,BROOKLYN,,63,,,25-44,M
214874082,07/02/2020,18:41:00,BROOKLYN,,73,25-44,M,18-24,M
214874081,07/02/2020,23:03:00,MANHATTAN,,23,,,25-44,M
214873735,07/02/2020,20:30:00,BRONX,,48,,,25-44,M
214836147,07/02/2020,01:07:00,BRONX,,44,,,25-44,M
214874082,07/02/2020,18:41:00,BROOKLYN,,73,25-44,M,25-44,F
214874082,07/02/2020,18:41:00,BROOKLYN,,73,25-44,M,18-24,M
214874085,07/02/2020,23:21:00,BROOKLYN,,77,18-24,M,18-24,M
214874084,07/02/2020,18:50:00,BROOKLYN,,73,,,18-24,M
214874083,07/02/2020,23:35:00,QUEENS,,101,,,25-44,M
214873734,07/02/2020,07:45:00,STATEN ISLAND,,120,,,25-44,M
214874082,07/02/2020,18:41:00,BROOKLYN,,73,25-44,M,25-44,F
214874081,07/02/2020,23:03:00,MANHATTAN,,23,,,25-44,F
214834074,07/02/2020,00:22:00,BROOKLYN,,67,,,18-24,M
214828723,07/01/2020,02:35:00,BRONX,,40,18-24,M,25-44,F
214828724,07/01/2020,22:26:00,BROOKLYN,,70,,,25-44,M
214828723,07/01/2020,02:35:00,BRONX,,40,18-24,M,18-24,F
214778542,06/30/2020,23:39:00,QUEENS,,110,18-24,M,18-24,M
214778543,06/30/2020,23:20:00,MANHATTAN,,19,,,25-44,M
214778105,06/30/2020,20:00:00,BROOKLYN,,71,18-24,M,18-24,M
214778104,06/30/2020,09:00:00,BROOKLYN,,79,18-24,M,25-44,M
214778539,06/30/2020,18:49:00,BRONX,,47,,,18-24,F
214778541,06/30/2020,19:40:00,BROOKLYN,,70,18-24,M,18-24,M
214778538,06/30/2020,21:00:00,BROOKLYN,,73,,,18-24,M
214778541,06/30/2020,19:40:00,BROOKLYN,,70,<18,M,18-24,M
214778540,06/30/2020,21:45:00,BROOKLYN,,67,,,<18,M
214778105,06/30/2020,20:00:00,BROOKLYN,,71,<18,M,18-24,M
214778542,06/30/2020,23:39:00,QUEENS,,110,18-24,M,18-24,M
214778543,06/30/2020,23:20:00,MANHATTAN,,19,,,18-24,M
214778538,06/30/2020,21:00:00,BROOKLYN,,73,,,25-44,M
214778539,06/30/2020,18:49:00,BRONX,,47,,,<18,M
214729855,06/29/2020,23:38:00,BROOKLYN,,73,,,18-24,M
214729490,06/29/2020,21:35:00,BROOKLYN,,71,,,25-44,M
214729492,06/29/2020,22:31:00,BROOKLYN,,90,,,25-44,M
214729181,06/29/2020,00:03:00,BROOKLYN,,90,25-44,M,25-44,M
214729487,06/29/2020,02:45:00,QUEENS,,113,,,18-24,M
214729489,06/29/2020,18:10:00,BROOKLYN,,77,18-24,M,18-24,M
214729182,06/29/2020,01:02:00,BROOKLYN,,67,,,25-44,M
214729488,06/29/2020,20:56:00,BROOKLYN,,83,25-44,M,45-64,M
214729491,06/29/2020,23:38:00,QUEENS,,103,,,25-44,M
214693793,06/28/2020,04:10:00,BROOKLYN,,94,25-44,M,25-44,M
214693791,06/28/2020,01:45:00,BROOKLYN,,90,18-24,M,18-24,M
214693789,06/28/2020,16:57:00,MANHATTAN,,23,18-24,M,18-24,M
214693789,06/28/2020,16:57:00,MANHATTAN,,23,<18,M,18-24,M
214693796,06/28/2020,03:10:00,BROOKLYN,,73,,,25-44,M
214693793,06/28/2020,04:10:00,BROOKLYN,,94,25-44,M,25-44,F
214694690,06/28/2020,23:38:00,BRONX,,44,,,25-44,M
214693786,06/28/2020,17:17:00,QUEENS,,103,,,25-44,M
214693794,06/28/2020,03:23:00,BROOKLYN,,79,,,18-24,M
214693796,06/28/2020,03:10:00,BROOKLYN,,73,,,18-24,M
214693510,06/28/2020,23:58:00,BRONX,,46,18-24,M,<18,M
214693794,06/28/2020,03:23:00,BROOKLYN,,79,,,18-24,F
214694694,06/27/2020,23:47:00,QUEENS,,101,,,25-44,M
214693511,06/27/2020,01:10:00,BROOKLYN,,73,,,25-44,M
214693788,06/27/2020,03:35:00,QUEENS,,100,,,25-44,M
214694692,06/27/2020,07:34:00,MANHATTAN,,20,25-44,M,25-44,M
214693785,06/27/2020,02:00:00,BRONX,,44,,,25-44,M
214693790,06/27/2020,04:13:00,BROOKLYN,,67,,,25-44,M
214693790,06/27/2020,04:13:00,BROOKLYN,,67,,,25-44,F
214694691,06/27/2020,03:05:00,BROOKLYN,,73,,,25-44,M
214693505,06/27/2020,12:34:00,BROOKLYN,,75,45-64,M,25-44,F
214693798,06/27/2020,04:00:00,MANHATTAN,,25,18-24,M,25-44,M
214693508,06/27/2020,00:35:00,BROOKLYN,,69,,,25-44,M
214693505,06/27/2020,12:34:00,BROOKLYN,,75,45-64,M,18-24,M
214694696,06/27/2020,23:45:00,BRONX,,44,,,25-44,M
214693792,06/27/2020,02:50:00,BROOKLYN,,69,,,25-44,M
214694695,06/27/2020,17:30:00,MANHATTAN,,23,25-44,M,25-44,M
214693797,06/27/2020,03:45:00,BRONX,,44,,,18-24,M
214693787,06/27/2020,02:03:00,QUEENS,,114,25-44,M,25-44,M
214693795,06/27/2020,00:45:00,MANHATTAN,,22,25-44,M,18-24,M
214693792,06/27/2020,02:50:00,BROOKLYN,,69,,,18-24,M
214694692,06/27/2020,07:34:00,MANHATTAN,,20,25-44,F,25-44,M
214694693,06/27/2020,22:28:00,BRONX,,43,,,25-44,M
214693512,06/26/2020,22:43:00,BRONX,,42,,,18-24,M
214693509,06/26/2020,15:53:00,MANHATTAN,,23,<18,M,25-44,M
214615266,06/26/2020,04:20:00,BRONX,,52,,,18-24,F
214617014,06/26/2020,02:45:00,QUEENS,,100,25-44,F,25-44,M
214608420,06/26/2020,00:20:00,BRONX,,48,,,25-44,M
214693506,06/26/2020,02:57:00,MANHATTAN,,23,,,18-24,F
214690556,06/26/2020,00:30:00,MANHATTAN,,13,25-44,M,18-24,M
214690556,06/26/2020,00:30:00,MANHATTAN,,13,25-44,M,18-24,F
214612429,06/26/2020,01:43:00,BROOKLYN,,79,18-24,M,25-44,M
214690556,06/26/2020,00:30:00,MANHATTAN,,13,25-44,M,18-24,M
214690556,06/26/2020,00:30:00,MANHATTAN,,13,25-44,M,18-24,F
214693507,06/26/2020,20:40:00,BROOKLYN,,73,,,18-24,M
214574798,06/25/2020,03:12:00,BROOKLYN,,63,25-44,M,25-44,F
214574797,06/25/2020,00:49:00,BRONX,,48,,,18-24,F
214608092,06/25/2020,18:18:00,MANHATTAN,,23,<18,M,<18,F
214607781,06/25/2020,19:58:00,MANHATTAN,,30,25-44,M,18-24,M
214608095,06/25/2020,23:20:00,BRONX,,46,<18,M,18-24,M
214607780,06/25/2020,17:03:00,BROOKLYN,,81,,,18-24,M
214608095,06/25/2020,23:20:00,BRONX,,46,<18,M,25-44,M
214607781,06/25/2020,19:58:00,MANHATTAN,,30,25-44,M,18-24,M
214608092,06/25/2020,18:18:00,MANHATTAN,,23,<18,M,18-24,M
214561879,06/24/2020,22:46:00,BRONX,,46,18-24,M,25-44,M
214562240,06/24/2020,21:13:00,QUEENS,,100,<18,M,25-44,M
214562241,06/24/2020,03:25:00,QUEENS,,113,25-44,M,25-44,M
214562241,06/24/2020,03:25:00,QUEENS,,113,18-24,M,25-44,M
214513456,06/23/2020,23:38:00,QUEENS,,114,,,25-44,M
214513028,06/23/2020,18:18:00,BRONX,,48,25-44,M,25-44,M
214513455,06/23/2020,22:04:00,BROOKLYN,,63,,,25-44,M
214513027,06/23/2020,07:37:00,QUEENS,,114,,,18-24,M
214513452,06/23/2020,19:16:00,QUEENS,,106,45-64,M,25-44,M
214513453,06/23/2020,19:15:00,STATEN ISLAND,,120,18-24,M,<18,M
214513451,06/23/2020,21:33:00,BROOKLYN,,90,,,25-44,M
214513026,06/23/2020,18:07:00,BROOKLYN,,75,,,45-64,F
214513454,06/23/2020,23:38:00,BROOKLYN,,73,,,18-24,M
214513025,06/23/2020,01:42:00,BRONX,,44,,,25-44,M
214449047,06/22/2020,08:40:00,BROOKLYN,,73,,,45-64,M
214468087,06/22/2020,23:40:00,STATEN ISLAND,,120,,,25-44,M
214468086,06/22/2020,22:50:00,BROOKLYN,,71,,,25-44,F
214467579,06/22/2020,03:00:00,BRONX,,40,,,45-64,M
214467577,06/22/2020,19:00:00,MANHATTAN,,24,65+,M,45-64,F
214467131,06/22/2020,02:27:00,BRONX,,42,,,25-44,M
214468086,06/22/2020,22:50:00,BROOKLYN,,71,,,18-24,F
214467580,06/22/2020,01:05:00,BRONX,,44,,,25-44,M
214467579,06/22/2020,03:00:00,BRONX,,40,,,45-64,F
214467131,06/22/2020,02:27:00,BRONX,,42,,,25-44,M
214467130,06/22/2020,20:39:00,BRONX,,43,,,25-44,M
214467578,06/22/2020,01:34:00,BRONX,,40,,,18-24,M
214468086,06/22/2020,22:50:00,BROOKLYN,,71,,,25-44,M
214431175,06/21/2020,04:19:00,BROOKLYN,,73,,,25-44,F
214431173,06/21/2020,10:28:00,BROOKLYN,,75,25-44,M,25-44,M
214431171,06/21/2020,22:53:00,BROOKLYN,,81,,,18-24,M
214431180,06/21/2020,02:30:00,STATEN ISLAND,,120,,,18-24,M
214431175,06/21/2020,04:19:00,BROOKLYN,,73,,,25-44,M
214431178,06/21/2020,23:13:00,BROOKLYN,,73,,,25-44,M
214431176,06/20/2020,02:05:00,BRONX,,40,,,25-44,F
214430790,06/20/2020,11:05:00,BROOKLYN,,75,45-64,M,25-44,M
214431184,06/20/2020,04:00:00,BRONX,,43,,,45-64,M
214439582,06/20/2020,22:30:00,BROOKLYN,,88,,,18-24,M
214431177,06/20/2020,03:45:00,BRONX,,42,,,25-44,M
214430794,06/20/2020,00:58:00,BROOKLYN,,79,,,45-64,M
214430790,06/20/2020,11:05:00,BROOKLYN,,75,45-64,F,25-44,M
214431183,06/20/2020,04:55:00,BRONX,,48,,,<18,F
214431179,06/20/2020,01:59:00,BRONX,,44,25-44,M,25-44,F
214430796,06/20/2020,05:13:00,QUEENS,,114,,,25-44,M
214431172,06/20/2020,01:24:00,MANHATTAN,,34,25-44,M,25-44,F
214432034,06/20/2020,05:45:00,BROOKLYN,,77,,,25-44,M
214431183,06/20/2020,04:55:00,BRONX,,48,,,18-24,F
214431183,06/20/2020,04:55:00,BRONX,,48,,,18-24,M
214432033,06/20/2020,21:00:00,BRONX,,46,,,18-24,M
214432036,06/20/2020,01:40:00,BROOKLYN,,71,,,25-44,M
214431179,06/20/2020,01:59:00,BRONX,,44,25-44,M,18-24,F
214431184,06/20/2020,04:00:00,BRONX,,43,,,25-44,M
214432035,06/20/2020,20:41:00,MANHATTAN,,23,,,18-24,M
214431179,06/20/2020,01:59:00,BRONX,,44,25-44,M,25-44,M
214431174,06/20/2020,01:50:00,BRONX,,46,,,18-24,M
214430791,06/19/2020,16:13:00,BROOKLYN,,75,,,<18,M
214430791,06/19/2020,16:13:00,BROOKLYN,,75,,,<18,M
214366723,06/19/2020,02:25:00,MANHATTAN,,24,,,18-24,M
214430793,06/19/2020,22:04:00,BROOKLYN,,75,,,25-44,M
214430791,06/19/2020,16:13:00,BROOKLYN,,75,,,25-44,M
214431182,06/19/2020,23:00:00,BROOKLYN,,75,,,25-44,M
214430792,06/19/2020,19:02:00,QUEENS,,106,,,25-44,M
214430791,06/19/2020,16:13:00,BROOKLYN,,75,,,25-44,M
214430795,06/19/2020,23:00:00,BROOKLYN,,75,25-44,M,25-44,M
214431170,06/19/2020,21:45:00,BRONX,,43,,,25-44,M
214366724,06/19/2020,01:36:00,QUEENS,,103,,,25-44,M
214359648,06/18/2020,03:42:00,MANHATTAN,,7,<18,M,25-44,M
214359651,06/18/2020,19:30:00,BROOKLYN,,75,,,25-44,M
214359649,06/18/2020,23:51:00,BROOKLYN,,81,,,25-44,M
214359654,06/18/2020,22:30:00,BROOKLYN,,83,25-44,M,25-44,M
214359652,06/18/2020,21:24:00,BROOKLYN,,67,,,25-44,F
214359648,06/18/2020,03:42:00,MANHATTAN,,7,18-24,M,25-44,M
214359653,06/18/2020,23:20:00,BROOKLYN,,77,,,18-24,M
214359250,06/18/2020,01:14:00,BRONX,,46,18-24,M,18-24,M
214270194,06/17/2020,01:51:00,BROOKLYN,,67,,,25-44,M
214312556,06/17/2020,23:15:00,BRONX,,47,25-44,M,25-44,M
214312561,06/17/2020,00:19:00,MANHATTAN,,23,,,18-24,M
214312112,06/17/2020,03:21:00,QUEENS,,103,,,25-44,M
214312558,06/17/2020,21:02:00,BROOKLYN,,73,25-44,M,45-64,M
214312559,06/17/2020,18:34:00,BROOKLYN,,71,18-24,M,<18,M
214312113,06/17/2020,19:35:00,BROOKLYN,,75,18-24,M,25-44,M
214312557,06/17/2020,00:33:00,BRONX,,42,,,<18,M
214270194,06/17/2020,01:51:00,BROOKLYN,,67,,,25-44,M
214312557,06/17/2020,00:33:00,BRONX,,42,,,18-24,M
214264275,06/16/2020,06:20:00,BRONX,,41,,,25-44,M
214264817,06/16/2020,11:38:00,MANHATTAN,,9,,,25-44,M
214264816,06/16/2020,00:30:00,MANHATTAN,,23,18-24,M,25-44,M
214264274,06/16/2020,23:30:00,BROOKLYN,,79,,,45-64,M
214215424,06/15/2020,19:15:00,QUEENS,,114,,,25-44,F
214215423,06/15/2020,22:11:00,BRONX,,42,25-44,M,25-44,M
218788648,06/15/2020,00:40:00,BRONX,,45,25-44,M,25-44,M
214215423,06/15/2020,22:11:00,BRONX,,42,25-44,M,25-44,M
214215425,06/15/2020,19:07:00,BROOKLYN,,71,,,25-44,M
214214864,06/15/2020,12:18:00,BRONX,,45,<18,M,25-44,M
214214865,06/15/2020,18:20:00,BROOKLYN,,81,<18,M,25-44,M
214215424,06/15/2020,19:15:00,QUEENS,,114,,,25-44,M
214214866,06/15/2020,12:51:00,STATEN ISLAND,,122,,,45-64,M
214184458,06/14/2020,16:58:00,QUEENS,,114,,,45-64,M
214184461,06/14/2020,14:05:00,BROOKLYN,,71,25-44,M,25-44,M
214229823,06/14/2020,02:55:00,BRONX,,44,,,<18,M
214186184,06/14/2020,22:50:00,BRONX,,43,,,25-44,M
214184463,06/14/2020,02:25:00,BRONX,,44,,,25-44,M
214184467,06/14/2020,23:05:00,BRONX,,43,25-44,M,25-44,M
214184456,06/14/2020,23:10:00,MANHATTAN,,33,18-24,M,18-24,M
214184460,06/14/2020,15:50:00,QUEENS,,110,45-64,M,25-44,M
214184457,06/14/2020,18:30:00,BRONX,,42,18-24,M,25-44,M
214184459,06/13/2020,13:58:00,BROOKLYN,,73,,,25-44,M
214184455,06/13/2020,00:35:00,BRONX,,44,25-44,M,25-44,M
214184462,06/13/2020,12:55:00,BRONX,,46,,,25-44,M
214184465,06/13/2020,18:15:00,QUEENS,,113,<18,M,<18,M
214184464,06/13/2020,23:02:00,MANHATTAN,,25,,,45-64,M
214184466,06/13/2020,02:13:00,MANHATTAN,,26,,,18-24,M
214104573,06/12/2020,00:44:00,BRONX,,42,18-24,M,25-44,M
214104573,06/12/2020,00:44:00,BRONX,,42,18-24,M,<18,F
214184454,06/12/2020,22:15:00,QUEENS,,105,,,45-64,M
214183639,06/12/2020,23:00:00,BRONX,,47,,,18-24,F
214104572,06/12/2020,01:45:00,BRONX,,47,,,25-44,M
214183639,06/12/2020,23:00:00,BRONX,,47,,,18-24,M
214183640,06/12/2020,18:20:00,QUEENS,,105,25-44,M,25-44,M
214183639,06/12/2020,23:00:00,BRONX,,47,,,<18,M
214183639,06/12/2020,23:00:00,BRONX,,47,,,18-24,M
214183639,06/12/2020,23:00:00,BRONX,,47,,,<18,M
214183639,06/12/2020,23:00:00,BRONX,,47,,,18-24,F
214102398,06/11/2020,20:27:00,QUEENS,,113,25-44,M,25-44,M
214102398,06/11/2020,20:27:00,QUEENS,,113,<18,M,25-44,M
214102397,06/11/2020,20:49:00,BROOKLYN,,63,25-44,M,25-44,M
214116581,06/11/2020,22:30:00,BROOKLYN,,67,,,18-24,M
214058822,06/10/2020,04:35:00,BRONX,,44,,,25-44,M
214058821,06/10/2020,17:10:00,BROOKLYN,,81,,,25-44,M
214016091,06/09/2020,17:13:00,BROOKLYN,,60,,,<18,M
214016090,06/09/2020,21:30:00,QUEENS,,105,,,18-24,M
214016089,06/09/2020,19:45:00,BROOKLYN,,76,,,25-44,M
213972320,06/08/2020,15:00:00,QUEENS,,110,25-44,M,45-64,M
213974312,06/08/2020,22:40:00,BROOKLYN,,73,,,25-44,M
213973276,06/08/2020,22:39:00,BROOKLYN,,70,,,25-44,M
213974312,06/08/2020,22:40:00,BROOKLYN,,73,,,18-24,F
213974312,06/08/2020,22:40:00,BROOKLYN,,73,,,45-64,M
213973275,06/08/2020,22:20:00,BRONX,,48,,,25-44,M
213974312,06/08/2020,22:40:00,BROOKLYN,,73,,,<18,M
213972320,06/08/2020,15:00:00,QUEENS,,110,25-44,M,18-24,M
213973277,06/08/2020,22:38:00,BROOKLYN,,81,25-44,M,25-44,M
213973277,06/08/2020,22:38:00,BROOKLYN,,81,25-44,M,25-44,M
213943826,06/07/2020,14:31:00,BRONX,,40,25-44,M,25-44,M
213943825,06/07/2020,13:40:00,BROOKLYN,,73,18-24,M,25-44,M
213942729,06/07/2020,21:24:00,BROOKLYN,,88,,,25-44,M
213920341,06/07/2020,01:25:00,BROOKLYN,,77,,,18-24,M
213923359,06/06/2020,22:30:00,MANHATTAN,,26,18-24,M,45-64,F
213922507,06/06/2020,11:50:00,BROOKLYN,,71,,,18-24,M
213923357,06/06/2020,20:20:00,BROOKLYN,,72,,,25-44,M
213942730,06/06/2020,14:20:00,QUEENS,,109,18-24,M,18-24,M
213923358,06/06/2020,21:00:00,BRONX,,47,,,18-24,M
213922506,06/06/2020,00:30:00,BRONX,,44,,,18-24,M
213885924,06/05/2020,20:20:00,BROOKLYN,,75,18-24,M,25-44,M
213921487,06/05/2020,00:31:00,BROOKLYN,,79,,,18-24,M
213921488,06/05/2020,15:55:00,BRONX,,46,18-24,M,25-44,M
213858244,06/05/2020,00:07:00,BRONX,,48,18-24,M,18-24,M
213922505,06/05/2020,19:35:00,BROOKLYN,,72,,,18-24,M
213885925,06/05/2020,19:20:00,QUEENS,,101,,,25-44,M
213885924,06/05/2020,20:20:00,BROOKLYN,,75,18-24,M,25-44,M
213853205,06/04/2020,18:25:00,MANHATTAN,,34,,,25-44,F
213854003,06/04/2020,12:15:00,BROOKLYN,,77,,,25-44,M
213819783,06/03/2020,23:47:00,BROOKLYN,,70,18-24,M,25-44,M
213819785,06/03/2020,16:55:00,BRONX,,41,25-44,M,25-44,M
213819785,06/03/2020,16:55:00,BRONX,,41,25-44,M,25-44,M
213819785,06/03/2020,16:55:00,BRONX,,41,18-24,M,25-44,M
213819785,06/03/2020,16:55:00,BRONX,,41,18-24,M,25-44,M
213818584,06/03/2020,20:35:00,BROOKLYN,,67,,,25-44,M
213819784,06/03/2020,07:15:00,BRONX,,44,,,25-44,M
213778871,06/02/2020,18:05:00,BROOKLYN,,67,,,65+,M
213778870,06/02/2020,22:35:00,BROOKLYN,,73,,,25-44,M
213772741,06/02/2020,11:30:00,BRONX,,40,25-44,M,25-44,M
213772740,06/02/2020,12:05:00,BROOKLYN,,81,,,45-64,M
213772739,06/02/2020,04:50:00,BRONX,,46,,,45-64,M
213772738,06/02/2020,01:50:00,BRONX,,46,,,18-24,M
213778871,06/02/2020,18:05:00,BROOKLYN,,67,,,45-64,M
213779570,06/02/2020,21:17:00,BROOKLYN,,77,25-44,M,45-64,M
213772742,06/02/2020,20:10:00,BRONX,,42,45-64,M,25-44,M
213748381,06/01/2020,14:33:00,QUEENS,,113,,,18-24,M
213748380,06/01/2020,20:15:00,BROOKLYN,,79,45-64,M,25-44,M
213748381,06/01/2020,14:33:00,QUEENS,,113,,,18-24,M
213748381,06/01/2020,14:33:00,QUEENS,,113,,,25-44,M
213748377,06/01/2020,17:34:00,BROOKLYN,,75,25-44,M,25-44,F
213748379,06/01/2020,19:14:00,BROOKLYN,,83,18-24,M,18-24,M
213747897,06/01/2020,15:20:00,MANHATTAN,,34,,,25-44,M
213747896,06/01/2020,00:30:00,MANHATTAN,,5,,,18-24,M
213748382,06/01/2020,23:20:00,MANHATTAN,,6,25-44,M,25-44,M
213748378,06/01/2020,17:50:00,BROOKLYN,,76,25-44,M,25-44,M
213748381,06/01/2020,14:33:00,QUEENS,,113,,,25-44,M
213772736,06/01/2020,23:30:00,BRONX,,46,,,25-44,M
213724266,05/31/2020,05:06:00,BRONX,,46,,,18-24,M
213724267,05/31/2020,18:49:00,QUEENS,,105,,,18-24,M
213724265,05/31/2020,04:09:00,QUEENS,,113,,,25-44,M
213724264,05/31/2020,01:30:00,BROOKLYN,,60,,,18-24,M
213724261,05/31/2020,00:14:00,BROOKLYN,,67,,,18-24,M
213724258,05/30/2020,23:27:00,MANHATTAN,,33,18-24,M,25-44,M
213723895,05/30/2020,02:30:00,BROOKLYN,,88,45-64,M,25-44,M
213724260,05/30/2020,20:49:00,QUEENS,,113,,,18-24,F
213724262,05/30/2020,23:08:00,BROOKLYN,,63,,,25-44,M
213723895,05/30/2020,02:30:00,BROOKLYN,,88,45-64,M,25-44,M
213724259,05/30/2020,23:35:00,BROOKLYN,,90,,,45-64,M
213724257,05/30/2020,16:40:00,BRONX,,48,25-44,M,25-44,M
213723898,05/30/2020,18:30:00,QUEENS,,105,,,25-44,M
213723896,05/29/2020,17:30:00,BROOKLYN,,69,,,18-24,M
213724256,05/29/2020,22:00:00,MANHATTAN,,30,,,25-44,M
213723897,05/29/2020,20:55:00,BROOKLYN,,70,,,25-44,M
213649349,05/28/2020,22:11:00,MANHATTAN,,9,,,25-44,M
213529527,05/26/2020,01:38:00,BROOKLYN,,73,18-24,M,25-44,M
213549526,05/26/2020,04:15:00,BRONX,,50,,,65+,M
213522753,05/26/2020,00:18:00,BROOKLYN,,77,,,25-44,M
213549525,05/26/2020,02:13:00,BROOKLYN,,81,,,25-44,M
213550053,05/26/2020,15:51:00,BROOKLYN,,76,25-44,M,25-44,M
213499452,05/25/2020,10:09:00,BROOKLYN,,67,,,25-44,M
213499948,05/25/2020,21:05:00,BROOKLYN,,75,25-44,M,25-44,M
213499453,05/25/2020,00:40:00,BRONX,,46,,,18-24,F
213472073,05/24/2020,23:14:00,BRONX,,52,,,18-24,M
213471606,05/24/2020,23:30:00,BRONX,,46,25-44,M,25-44,F
213472076,05/24/2020,17:12:00,BRONX,,40,45-64,M,25-44,M
213472074,05/24/2020,08:42:00,BRONX,,47,,,25-44,M
213471604,05/23/2020,17:40:00,BRONX,,41,25-44,M,25-44,M
213471603,05/23/2020,18:52:00,BROOKLYN,,63,25-44,M,18-24,M
213471605,05/23/2020,03:51:00,QUEENS,,103,,,25-44,M
213471605,05/23/2020,03:51:00,QUEENS,,103,,,25-44,M
213471602,05/22/2020,17:50:00,STATEN ISLAND,,120,25-44,M,<18,M
213471601,05/22/2020,21:45:00,BROOKLYN,,75,25-44,M,18-24,M
213471607,05/22/2020,22:17:00,BRONX,,52,,,<18,M
213472077,05/22/2020,23:53:00,BRONX,,44,,,<18,M
213471601,05/22/2020,21:45:00,BROOKLYN,,75,25-44,M,25-44,M
213471601,05/22/2020,21:45:00,BROOKLYN,,75,25-44,M,25-44,M
213471601,05/22/2020,21:45:00,BROOKLYN,,75,25-44,M,18-24,M
213386282,05/21/2020,01:09:00,MANHATTAN,,28,,,18-24,M
213385782,05/21/2020,23:25:00,BROOKLYN,,81,,,18-24,F
213386283,05/21/2020,17:02:00,BROOKLYN,,73,,,18-24,M
213385783,05/21/2020,23:13:00,BRONX,,52,,,18-24,M
213335681,05/20/2020,16:40:00,BRONX,,40,25-44,M,25-44,M
213291457,05/20/2020,02:25:00,MANHATTAN,,25,25-44,M,25-44,M
213336457,05/20/2020,18:49:00,MANHATTAN,,26,25-44,M,45-64,F
213283576,05/19/2020,14:40:00,BROOKLYN,,73,25-44,M,45-64,M
213283006,05/19/2020,03:15:00,QUEENS,,114,,,18-24,F
213283005,05/19/2020,01:00:00,BROOKLYN,,75,,,25-44,M
213283577,05/19/2020,02:15:00,BRONX,,47,25-44,M,25-44,M
213283577,05/19/2020,02:15:00,BRONX,,47,45-64,M,25-44,M
213228264,05/18/2020,00:29:00,QUEENS,,101,25-44,M,18-24,M
213188086,05/17/2020,23:42:00,QUEENS,,101,25-44,M,18-24,M
213187657,05/17/2020,01:20:00,BROOKLYN,,73,,,18-24,F
213188078,05/17/2020,10:11:00,BRONX,,40,25-44,F,25-44,M
213188082,05/17/2020,23:52:00,BRONX,,46,18-24,M,25-44,M
213187661,05/17/2020,03:09:00,BROOKLYN,,67,,,25-44,M
213187655,05/17/2020,01:05:00,BROOKLYN,,81,25-44,M,25-44,M
213188087,05/16/2020,01:09:00,MANHATTAN,,23,18-24,M,25-44,M
213187656,05/16/2020,00:50:00,QUEENS,,103,,,18-24,M
213188080,05/16/2020,00:45:00,BROOKLYN,,67,,,18-24,M
213188085,05/16/2020,22:00:00,BRONX,,42,,,25-44,M
